Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
576421000,00000263,0,R,0,4,80,80,00,00,,,,
576632000,00000265,0,R,0,8,06,08,01,00,00,00,00,00
576855000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
577069000,00000325,0,R,0,8,FF,7F,00,00,78,2E,00,0F
577344000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
577567000,00000164,0,R,0,8,80,00,02,00,00,00,00,00
578478000,00000263,0,R,0,4,60,80,E0,00,,,,
578771000,00000403,0,R,0,6,07,11,00,00,00,00,,
579003000,00000411,0,R,0,6,00,11,00,00,00,00,,
579231000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
579467000,00000401,0,R,0,6,02,01,00,00,00,00,,
579766000,00000263,0,R,0,4,90,80,10,00,,,,
580022000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
580287000,00000400,0,R,0,6,01,11,00,00,00,00,,
580589000,00000402,0,R,0,6,03,31,00,00,00,00,,
583244000,00000411,0,R,0,6,11,02,08,00,00,00,,
584211000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
584444000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
584698000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
584945000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
585262000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
585515000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
585778000,00000411,0,R,0,6,00,01,00,00,00,00,,
586047000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
586365000,00000263,0,R,0,4,D0,80,50,00,,,,
586641000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
587533000,00000570,0,R,0,4,00,00,00,00,,,,
587806000,0000070B,0,R,0,8,16,50,16,D4,05,50,00,01
588018000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
588233000,00000222,0,R,0,8,D9,00,3A,8A,00,00,00,00
588471000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
588752000,00000401,0,R,0,6,02,11,00,00,00,00,,
588977000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
589219000,00000265,0,R,0,8,06,08,01,00,00,00,00,00
589469000,00000222,0,R,0,8,D9,00,3A,8A,00,00,00,00
589762000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
590654000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
590903000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
591163000,00000411,0,R,0,6,00,11,00,00,00,00,,
591480000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
591740000,00000403,0,R,0,6,07,11,00,00,00,00,,
592030000,00000325,0,R,0,8,FF,7F,00,00,78,2E,00,0F
592354000,00000222,0,R,0,8,D9,00,3A,8A,00,00,00,00
592609000,00000402,0,R,0,6,03,11,00,00,00,00,,
592911000,00000400,0,R,0,6,01,11,00,00,00,00,,
593145000,00000265,0,R,0,8,06,08,01,00,00,00,00,00
594106000,00000265,0,R,0,8,06,08,01,00,00,00,00,00
594317000,0000040C,0,R,0,6,11,31,00,00,00,00,,
655838000,00000411,0,R,0,6,11,02,10,01,00,00,,
656773000,00000401,0,R,0,6,02,01,00,00,00,00,,
657043000,0000040C,0,R,0,6,11,01,00,00,00,00,,
657422000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
657610000,00000403,0,R,0,6,07,01,00,00,00,00,,
657804000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
658007000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
658262000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
658462000,00000165,0,R,0,1,00,,,,,,,
658670000,0000040C,0,R,0,6,11,01,00,00,00,00,,
658941000,00000165,0,R,0,1,00,,,,,,,
659832000,0000040C,0,R,0,6,11,01,00,00,00,00,,
660062000,00000400,0,R,0,6,01,01,00,00,00,00,,
660279000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
660549000,00000165,0,R,0,1,00,,,,,,,
660770000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
661021000,00000222,0,R,0,8,DA,00,3A,8A,00,00,00,00
661241000,00000411,0,R,0,6,00,11,00,00,00,00,,
661535000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
661776000,00000401,0,R,0,6,02,11,00,00,00,00,,
662024000,00000222,0,R,0,8,DA,00,3A,8A,00,00,00,00
662961000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
663297000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
663587000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
663780000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
664068000,00000325,0,R,0,8,FF,7F,00,00,78,2E,00,0F
664260000,00000402,0,R,0,6,03,11,00,00,00,00,,
664454000,00000165,0,R,0,1,00,,,,,,,
664661000,00000402,0,R,0,6,03,11,00,00,00,00,,
664917000,00000711,0,R,0,8,42,51,16,19,04,00,00,00
665124000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
666027000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
666254000,0000040C,0,R,0,6,11,31,00,00,00,00,,
668072000,00000402,0,R,0,6,02,02,10,02,00,00,,
669064000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
669317000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
669571000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
669771000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
670024000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
670230000,00000360,0,R,0,8,00,0C,8A,00,00,00,00,00
670432000,00000222,0,R,0,8,DA,00,3A,8A,00,00,00,00
670644000,00000407,0,R,0,6,0A,01,00,00,00,00,,
670931000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
671148000,00000702,0,R,0,8,76,50,0C,18,04,00,00,00
672079000,00000325,0,R,0,8,FF,7F,00,00,78,2E,00,0F
672308000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
672593000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
672828000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
673092000,00000402,0,R,0,6,03,01,00,00,00,00,,
673403000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
673639000,00000407,0,R,0,6,0A,11,00,00,00,00,,
673920000,00000360,0,R,0,8,00,0C,8A,00,00,00,00,00
674178000,0000040C,0,R,0,6,11,11,00,00,00,00,,
674484000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
675447000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
675737000,00000260,0,R,0,8,00,03,00,00,12,00,00,00
675932000,00000402,0,R,0,6,03,11,00,00,00,00,,
676187000,00000700,0,R,0,8,15,51,14,52,04,00,00,00
676396000,00000407,0,R,0,6,0A,11,00,00,00,00,,
676594000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
676806000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
677077000,00000411,0,R,0,6,00,11,00,00,00,00,,
677295000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
677532000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
678535000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
678759000,0000040C,0,R,0,6,11,31,00,00,00,00,,
714720000,00000411,0,R,0,6,11,02,10,02,00,00,,
715716000,00000324,0,R,0,4,00,51,10,41,,,,
715951000,00000263,0,R,0,4,00,80,80,00,,,,
716193000,00000165,0,R,0,1,47,,,,,,,
716446000,00000224,0,R,0,8,00,00,00,6C,00,7F,1A,10
716753000,0000040C,0,R,0,6,11,01,00,00,00,00,,
717008000,00000165,0,R,0,1,47,,,,,,,
717271000,00000401,0,R,0,6,02,01,00,00,00,00,,
717528000,00000263,0,R,0,4,00,80,80,00,,,,
717787000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
718003000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
718937000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
719159000,0000040C,0,R,0,6,11,01,00,00,00,00,,
719422000,00000263,0,R,0,4,30,80,B0,00,,,,
719654000,00000324,0,R,0,4,00,41,D0,91,,,,
719884000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
720173000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
720393000,00000462,0,R,0,8,00,20,00,06,49,98,18,00
720633000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
720873000,00000324,0,R,0,4,00,40,90,D0,,,,
721180000,00000263,0,R,0,4,40,80,C0,00,,,,
722155000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
722401000,00000162,0,R,0,2,00,00,,,,,,
722654000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
722992000,00000411,0,R,0,6,00,01,00,00,00,00,,
723237000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
723500000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
723764000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
724090000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
724311000,00000407,0,R,0,6,0A,01,00,00,00,00,,
724525000,00000224,0,R,0,8,00,00,00,6C,00,00,1A,00
725462000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
725675000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
725909000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
726131000,0000040C,0,R,0,6,11,01,00,00,00,00,,
726422000,00000403,0,R,0,6,07,01,00,00,00,00,,
726646000,00000324,0,R,0,4,00,40,B0,F0,,,,
726878000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
727115000,00000402,0,R,0,6,03,01,00,00,00,00,,
727406000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
727648000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
728611000,00000462,0,R,0,8,00,40,00,06,7A,97,17,00
728883000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
729183000,00000263,0,R,0,4,40,80,C0,00,,,,
729440000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
729703000,00000324,0,R,0,4,00,40,10,50,,,,
730010000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
730271000,00000165,0,R,0,1,47,,,,,,,
730584000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
730885000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
731133000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
731999000,00000165,0,R,0,1,47,,,,,,,
732205000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
732438000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
732692000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
732910000,00000401,0,R,0,6,02,01,00,00,00,00,,
733121000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
733337000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
733598000,00000165,0,R,0,1,47,,,,,,,
733815000,0000070C,0,R,0,8,10,52,19,06,07,00,00,00
734036000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
735052000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
735280000,00000160,0,R,0,5,00,00,00,00,00,,,
735509000,00000263,0,R,0,4,40,80,C0,00,,,,
735755000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
736043000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
736288000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
736542000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
736803000,00000403,0,R,0,6,07,01,00,00,00,00,,
737052000,00000400,0,R,0,6,01,01,00,00,00,00,,
737257000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
738131000,00000401,0,R,0,6,02,01,00,00,00,00,,
738339000,00000162,0,R,0,2,00,00,,,,,,
738590000,00000165,0,R,0,1,47,,,,,,,
738800000,0000070C,0,R,0,8,10,52,19,06,07,00,00,00
739005000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
739280000,00000401,0,R,0,6,02,01,00,00,00,00,,
739486000,00000324,0,R,0,4,00,40,B0,F0,,,,
739741000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
739974000,00000360,0,R,0,8,00,0C,8A,00,00,00,00,00
740252000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
741290000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
741534000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
741763000,00000165,0,R,0,1,47,,,,,,,
742062000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
742304000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
742559000,00000263,0,R,0,4,A0,80,20,00,,,,
742815000,00000701,0,R,0,8,51,51,0B,0B,03,00,00,00
743115000,00000403,0,R,0,6,07,01,00,00,00,00,,
743394000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
743601000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
744569000,0000070C,0,R,0,8,10,52,19,06,07,00,00,00
744772000,00000407,0,R,0,6,0A,01,00,00,00,00,,
744989000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
745201000,00000263,0,R,0,4,50,80,D0,00,,,,
745461000,00000263,0,R,0,4,70,80,F0,00,,,,
745672000,0000040C,0,R,0,6,11,01,00,00,00,00,,
745899000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
746130000,00000263,0,R,0,4,E0,80,60,00,,,,
746411000,00000403,0,R,0,6,07,01,00,00,00,00,,
746652000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
747596000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
747845000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
748136000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
748397000,00000402,0,R,0,6,03,01,00,00,00,00,,
748647000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
748995000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
749250000,00000263,0,R,0,4,C0,80,40,00,,,,
749503000,00000222,0,R,0,8,DB,00,3A,8A,00,00,00,00
749817000,00000263,0,R,0,4,20,80,A0,00,,,,
750060000,00000263,0,R,0,4,50,80,D0,00,,,,
750965000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
751176000,0000070B,0,R,0,8,16,50,16,D4,05,50,00,01
751383000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,0F
751645000,00000263,0,R,0,4,50,80,D0,00,,,,
751861000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
752077000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
752306000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,0F
752597000,00000263,0,R,0,4,E0,80,60,00,,,,
752819000,00000570,0,R,0,4,00,00,00,00,,,,
753052000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
754064000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
754317000,00000263,0,R,0,4,F0,80,70,00,,,,
754558000,00000263,0,R,0,4,20,80,A0,00,,,,
754805000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
755117000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
755375000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
755636000,00000402,0,R,0,6,03,01,00,00,00,00,,
