Timestamp;ID;IDhex;Data
299.215;546;222;D4 00 3A 8B 00 00 00 00
299.429;546;222;D4 00 3A 8B 00 00 00 00
299.699;1024;400;01 01 00 00 00 00
299.919;1034;40A;0B 01 00 00 00 00
300.137;357;165;00
300.358;611;263;C0 80 40 00
300.633;548;224;00 00 7F 00 00 7F 00 1F
300.864;1041;411;00 01 00 00 00 00
301.807;1031;407;0A 01 00 00 00 00
302.096;1035;40B;0C 01 00 00 00 00
302.327;546;222;D4 00 3A 8B 00 00 00 00
302.564;357;165;00
302.813;548;224;00 00 7F 00 00 7F 00 1F
303.114;612;264;01 08 0D 00 00 00 00 02
303.387;612;264;01 08 0D 00 00 00 00 02
303.681;1034;40A;0B 11 00 00 00 00
303.886;356;164;80 00 06 00 00 00 00 00
304.153;1036;40C;11 11 00 00 00 00
305.081;611;263;40 80 C0 00
305.293;548;224;00 00 7F 00 00 7F 00 1F
305.503;1583;62F;7D CF 1C 02 4D 00 10 1F
305.754;613;265;00 08 01 00 00 00 00 02
305.966;548;224;00 00 7F 00 00 7F 00 1F
306.192;1036;40C;11 11 00 00 00 00
306.492;1027;403;07 11 00 00 00 00
306.713;356;164;80 00 06 00 00 00 00 00
306.929;1795;703;76 50 0C 18 04 00 00 00
307.164;354;162;00 00
308.130;611;263;20 80 A0 00
308.373;1036;40C;11 31 00 00 00 00
314.304;1041;411;11 02 10 02 00 00
315.273;1026;402;03 02 00 00 00 00
315.488;1036;40C;11 01 00 00 00 00
315.699;1027;403;07 01 00 00 00 00
315.924;548;224;00 00 00 6D 00 7F 1A 10
316.195;1027;403;07 01 00 00 00 00
316.425;1024;400;01 01 00 00 00 00
316.652;1034;40A;0B 01 00 00 00 00
316.944;804;324;00 41 50 11
317.181;611;263;60 80 E0 00
317.421;1031;407;0A 01 00 00 00 00
318.312;1024;400;01 01 00 00 00 00
318.604;548;224;00 00 00 6D 00 00 1A 00
318.869;1041;411;00 01 00 00 00 00
319.122;1034;40A;0B 01 00 00 00 00
319.434;548;224;00 00 00 6D 00 00 1A 00
319.792;611;263;F0 80 70 00
319.999;1314;522;00 00 00 00 00 00 00 00
320.195;1122;462;00 20 34 06 4B 97 17 00
320.404;548;224;00 00 00 6D 00 00 1A 00
320.662;1027;403;07 01 00 00 00 00
321.549;609;261;0A 08 00 FA 00 00 00 00
321.768;548;224;00 00 00 6D 00 00 1A 00
322.031;354;162;00 00
322.250;805;325;00 00 00 00 78 2C 00 04
322.477;613;265;00 08 01 00 00 00 00 02
322.714;1317;525;24 F8 00 00 00 00 00 00
322.991;1024;400;01 01 00 00 00 00
323.222;611;263;30 80 B0 00
323.473;1583;62F;7D CF 1C 02 4D 00 10 1F
323.714;356;164;80 01 06 00 00 00 00 00
324.680;548;224;00 00 00 6D 00 00 1A 00
324.943;356;164;80 01 06 00 00 00 00 00
325.195;613;265;00 08 01 00 00 00 00 02
325.467;1802;70A;29 51 1E 1A 03 00 00 08
325.780;546;222;D4 00 3A 8B 00 00 00 00
326.016;354;162;00 00
326.224;1024;400;01 01 00 00 00 00
326.487;1583;62F;7D CF 1C 02 4D 00 10 1F
326.699;804;324;00 40 F0 B0
326.913;548;224;00 00 00 6D 00 00 1A 00
327.827;1314;522;00 00 00 00 00 00 00 00
328.095;548;224;00 00 00 6D 00 00 1A 00
328.322;1025;401;02 01 00 00 00 00
328.548;1583;62F;7D CF 1C 02 4D 00 10 1F
328.788;613;265;00 08 01 00 00 00 00 02
329.074;611;263;D0 80 50 00
329.316;356;164;80 01 06 00 00 00 00 00
329.563;1314;522;00 00 00 00 00 00 00 00
329.822;1034;40A;0B 01 00 00 00 00
330.111;1583;62F;7D CF 1C 02 4D 00 10 1F
331.029;1794;702;76 50 0C 18 04 00 00 00
331.289;1583;62F;7D CF 1C 02 4D 00 10 1F
331.657;1578;62A;5A 5A 09 35 53 37 77 32
331.900;805;325;00 00 00 00 78 2E 00 04
332.148;805;325;00 00 00 00 78 2C 00 04
332.412;1795;703;76 50 0C 18 04 00 00 00
332.657;613;265;00 08 01 00 00 00 00 02
332.844;609;261;0A 08 00 FA 00 00 00 00
333.036;804;324;00 40 F0 B0
333.231;804;324;00 40 90 D0
334.137;804;324;00 40 30 70
334.345;1031;407;0A 01 00 00 00 00
334.560;1583;62F;7D CF 1C 02 4D 00 10 1F
334.772;864;360;00 00 8B 00 00 00 00 00
335.073;357;165;47
335.299;805;325;00 00 00 00 78 2E 00 04
335.522;1578;62A;5A 5A 09 35 53 37 77 32
335.810;1583;62F;7D CF 1C 02 4D 00 10 1F
336.045;608;260;00 03 00 00 92 00 00 00
336.274;804;324;00 40 F0 B0
337.206;356;164;80 01 06 00 00 00 00 00
337.494;1802;70A;29 51 1E 1A 03 00 00 08
337.728;1317;525;24 F8 00 00 00 00 00 00
337.991;1024;400;01 01 00 00 00 00
338.233;357;165;47
338.584;1583;62F;7D CF 1C 02 4D 00 10 1F
338.768;1583;62F;7D CF 1C 02 4D 00 10 1F
338.962;356;164;80 01 06 00 00 00 00 00
339.158;356;164;80 01 06 00 00 00 00 00
339.406;1792;700;15 51 14 52 04 00 00 00
340.272;611;263;70 80 F0 00
340.480;805;325;00 00 00 00 78 2E 00 04
340.752;1317;525;24 F8 00 00 00 00 00 00
340.965;805;325;00 00 00 00 78 2E 00 04
341.177;354;162;00 00
341.397;1121;461;00 00 00 17 1B 80 00 00
341.667;548;224;00 00 00 6E 00 00 1A 00
341.896;356;164;80 01 06 00 00 00 00 00
342.127;805;325;00 00 00 00 78 2E 00 04
342.382;1583;62F;7D CF 1C 02 4D 00 10 1F
343.336;864;360;00 00 8B 00 00 00 00 00
343.568;1031;407;0A 01 00 00 00 00
343.818;864;360;00 00 8B 00 00 00 00 00
344.072;611;263;30 80 B0 00
344.389;546;222;D4 00 3A 8B 00 00 00 00
344.666;805;325;00 00 00 00 78 2E 00 04
344.866;356;164;80 01 06 00 00 00 00 00
345.122;356;164;80 01 06 00 00 00 00 00
345.327;546;222;D4 00 3A 8B 00 00 00 00
345.534;1027;403;07 01 00 00 00 00
346.388;611;263;40 80 C0 00
346.650;1313;521;0E 1B 1E 00 01 05 8F 00
346.860;804;324;00 40 10 50
347.079;546;222;D4 00 3A 8B 00 00 00 00
347.322;805;325;00 00 00 00 78 2E 00 04
347.603;611;263;60 80 E0 00
347.822;548;224;00 00 00 6E 00 00 1A 00
348.058;1583;62F;7D CF 1C 02 4D 00 10 1F
348.297;864;360;00 00 8B 00 00 00 00 00
348.608;1578;62A;5A 5A 09 35 53 37 77 32
349.540;1026;402;03 01 00 00 00 00
349.789;611;263;C0 80 40 00
350.097;1025;401;02 01 00 00 00 00
350.393;611;263;10 80 90 00
350.649;357;165;47
350.923;804;324;00 40 90 D0
351.218;611;263;A0 80 20 00
351.419;612;264;01 08 0D 00 00 00 00 02
351.622;1024;400;01 01 00 00 00 00
351.852;1314;522;00 00 00 00 00 00 00 00
352.798;546;222;D5 00 3A 8B 00 00 00 00
353.003;548;224;00 00 00 6E 00 00 1A 00
353.231;1036;40C;11 01 00 00 00 00
353.449;1314;522;00 00 00 00 00 00 00 00
353.722;864;360;00 00 8B 00 00 00 00 00
353.939;1392;570;00 00 00 00
354.170;612;264;01 08 0D 00 00 00 00 02
354.462;1792;700;15 51 14 52 04 00 00 00
354.697;548;224;00 00 00 6E 00 00 1A 00
354.935;1041;411;00 01 00 00 00 00
355.854;1031;407;0A 01 00 00 00 00
356.156;864;360;00 00 8B 00 00 00 00 00
356.409;864;360;00 00 8B 00 00 00 00 00
356.660;548;224;00 00 00 6E 00 00 1A 00
356.919;804;324;00 40 50 10
357.249;612;264;01 08 0D 00 00 00 00 02
357.515;804;324;00 40 30 70
357.721;612;264;01 08 0D 00 00 00 00 02
357.935;1026;402;03 01 00 00 00 00
358.189;357;165;47
359.077;1122;462;00 60 44 06 79 95 18 00
359.297;356;164;80 01 06 00 00 00 00 00
359.587;612;264;01 08 0D 00 00 00 00 02
359.806;1034;40A;0B 01 00 00 00 00
360.034;548;224;00 00 00 6E 00 00 1A 00
360.268;611;263;50 80 D0 00
360.551;546;222;D5 00 3A 8B 00 00 00 00
360.780;354;162;00 00
361.027;805;325;00 00 00 00 78 2E 00 04
361.274;611;263;F0 80 70 00
362.270;1035;40B;0C 01 00 00 00 00
362.520;1024;400;01 01 00 00 00 00
362.769;1034;40A;0B 01 00 00 00 00
363.023;864;360;00 00 8B 00 00 00 00 00
363.337;548;224;00 00 00 6E 00 00 1A 00
363.590;611;263;60 80 E0 00
363.908;356;164;80 01 06 00 00 00 00 00
364.177;613;265;00 08 01 00 00 00 00 02
364.381;611;263;E0 80 60 00
364.607;1313;521;0E 1C 1E 00 01 05 8F 00
365.481;548;224;00 00 00 6E 00 00 1A 00
365.778;1317;525;24 F8 00 00 00 00 00 00
366.029;356;164;80 01 06 00 00 00 00 00
366.263;611;263;10 80 90 00
366.497;546;222;D5 00 3A 8B 00 00 00 00
366.827;1317;525;24 F8 00 00 00 00 00 00
367.046;611;263;90 80 10 00
367.282;1795;703;76 50 0C 18 04 00 00 00
367.508;864;360;00 00 8B 00 00 00 00 00
367.774;548;224;00 00 00 6E 00 00 1A 00
368.718;356;164;80 01 06 00 00 00 00 00
368.953;1027;403;07 01 00 00 00 00
369.250;354;162;00 00
369.491;1121;461;00 00 00 17 1B 80 00 00
369.728;1026;402;03 01 00 00 00 00
369.974;1583;62F;7D CF 1C 02 4D 00 10 1F
370.331;1794;702;76 50 0C 18 04 00 00 00
370.512;805;325;00 00 00 00 78 2E 00 04
370.708;548;224;00 00 00 6E 00 00 1A 00
370.907;548;224;00 00 00 6E 00 00 1A 00
371.834;1035;40B;0C 01 00 00 00 00
372.047;804;324;00 40 D0 90
372.255;864;360;00 0C 8B 00 00 00 00 00
372.467;546;222;D5 00 3A 8B 00 00 00 00
372.737;1027;403;07 01 00 00 00 00
372.947;1392;570;00 00 00 00
373.169;864;360;00 0C 8B 00 00 00 00 00
373.448;1792;700;15 51 14 52 04 00 00 00
373.678;1313;521;2E 1C 1E 00 01 05 8F 00
373.907;356;164;80 01 06 00 00 00 00 00
374.865;548;224;00 00 00 6E 00 00 1A 00
375.159;546;222;D5 00 3A 8B 00 00 00 00
375.396;612;264;01 08 0D 00 00 00 00 02
375.647;1313;521;2E 1C 1E 00 01 05 8F 00
375.897;864;360;00 0C 8B 00 00 00 00 00
376.212;805;325;00 00 00 00 78 2E 00 04
376.499;1121;461;00 00 00 17 1B 80 00 00
376.700;548;224;00 00 00 6E 00 00 1A 00
376.901;548;224;00 00 00 6E 00 00 1A 00
377.158;1024;400;01 01 00 00 00 00
378.022;1792;700;15 51 14 52 04 00 00 00
378.235;1795;703;76 50 0C 18 04 00 00 00
378.503;1802;70A;29 51 1E 1A 03 00 00 08
378.714;804;324;00 40 70 30
378.934;548;224;00 00 00 6E 00 00 1A 00
379.163;1794;702;76 50 0C 18 04 00 00 00
379.439;1031;407;0A 01 00 00 00 00
379.673;1025;401;02 01 00 00 00 00
379.908;356;164;80 01 06 00 00 00 00 00
380.208;548;224;00 00 00 6E 00 00 1A 00
381.189;1792;700;15 51 14 52 04 00 00 00
381.442;805;325;00 00 00 00 78 2E 00 04
381.680;1583;62F;7D CF 1C 02 4D 00 10 1F
381.929;356;164;80 01 06 00 00 00 00 00
382.239;1794;702;76 50 0C 18 04 00 00 00
382.563;1122;462;00 40 44 06 6E 95 18 00
382.756;548;224;00 00 00 6E 00 00 1A 00
383.013;356;164;80 01 06 00 00 00 00 00
383.220;1035;40B;0C 01 00 00 00 00
383.426;1583;62F;7D CF 1C 02 4D 00 10 1F
384.344;1036;40C;11 01 00 00 00 00
384.604;611;263;80 80 00 00
384.814;548;224;00 00 00 6E 00 00 1A 00
385.032;548;224;00 00 00 6E 00 00 1A 00
385.254;1583;62F;7D CF 1C 02 4D 00 10 1F
385.534;1802;70A;29 51 1E 1A 03 00 00 08
385.765;864;360;00 0C 8B 00 00 00 00 00
385.998;1392;570;00 00 00 00
386.237;1795;703;76 50 0C 18 04 00 00 00
386.528;1583;62F;7D CF 1C 02 4D 00 10 1F
387.480;1583;62F;7D CF 1C 02 4D 00 10 1F
387.732;356;164;80 01 06 00 00 00 00 00
388.039;1024;400;01 01 00 00 00 00
388.294;356;164;80 01 06 00 00 00 00 00
388.560;356;164;80 01 06 00 00 00 00 00
388.857;611;263;20 80 A0 00
389.116;548;224;00 00 00 6E 00 00 1A 00
389.333;548;224;00 00 00 6E 00 00 1A 00
389.530;354;162;00 00
389.735;357;165;47
390.668;357;165;47
390.880;356;164;80 01 06 00 00 00 00 00
391.099;356;164;80 01 06 00 00 00 00 00
391.353;548;224;00 00 00 6E 00 00 1A 00
391.627;611;263;E0 80 60 00
391.855;1583;62F;7D CF 1C 02 4D 00 10 1F
392.086;611;263;30 80 B0 00
392.385;805;325;00 00 00 00 78 2E 00 04
392.621;548;224;00 00 00 6E 00 00 1A 00
392.857;548;224;00 00 00 6E 00 00 1A 00
393.787;611;263;D0 80 50 00
394.094;613;265;00 08 01 00 00 00 00 02
394.350;1026;402;03 01 00 00 00 00
394.599;357;165;47
394.859;1803;70B;16 50 36 D4 05 50 00 01
395.196;804;324;00 40 C0 80
395.520;1036;40C;11 01 00 00 00 00
395.728;1317;525;24 F8 00 00 00 00 00 00
395.942;357;165;47
396.202;1034;40A;0B 01 00 00 00 00
397.104;548;224;00 00 00 6E 00 00 1A 00
397.324;548;224;00 00 00 6E 00 00 1A 00
397.628;354;162;00 00
397.845;356;164;80 01 06 00 00 00 00 00
398.065;804;324;00 40 20 60
398.306;546;222;D5 00 3A 8B 00 00 00 00
398.592;548;224;00 00 00 6E 00 00 1A 00
398.824;805;325;00 00 00 00 78 2E 00 04
399.060;1583;62F;7D CF 1C 02 4D 00 10 1F
399.299;804;324;00 40 E0 A0
400.276;1578;62A;5A 5A 09 35 53 37 77 32
400.524;356;164;80 01 06 00 00 00 00 00
400.766;1031;407;0A 01 00 00 00 00
401.022;1392;570;00 00 00 00
401.335;548;224;00 00 00 6E 00 00 1A 00
401.609;1031;407;0A 01 00 00 00 00
401.960;1803;70B;16 50 36 D4 05 50 00 01
402.207;548;224;00 00 00 6E 00 00 1A 00
402.403;613;265;00 08 01 00 00 00 00 02
402.591;548;224;00 00 00 6E 00 00 1A 00
403.451;1034;40A;0B 01 00 00 00 00
403.714;804;324;00 40 A0 E0
403.918;1027;403;07 01 00 00 00 00
404.122;548;224;00 00 00 6E 00 00 1A 00
404.340;864;360;00 0C 8B 00 00 00 00 00
404.614;1041;411;00 01 00 00 00 00
404.833;548;224;00 00 00 6E 00 00 1A 00
405.050;1583;62F;7D CF 1C 02 4D 00 10 1F
405.280;804;324;00 40 A0 E0
405.565;356;164;80 01 06 00 00 00 00 00
406.513;357;165;47
406.747;548;224;00 00 00 6E 00 00 1A 00
407.040;357;165;47
407.276;356;164;80 01 06 00 00 00 00 00
407.524;1802;70A;29 51 1E 1A 03 00 00 08
407.761;1034;40A;0B 01 00 00 00 00
408.069;1025;401;02 01 00 00 00 00
408.320;804;324;00 40 00 40
408.506;357;165;47
408.700;548;224;00 00 00 6E 00 00 1A 00
409.656;548;224;00 00 00 6E 00 00 1A 00
409.865;1035;40B;0C 01 00 00 00 00
410.075;356;164;80 01 06 00 00 00 00 00
410.322;356;164;80 01 06 00 00 00 00 00
410.593;1026;402;03 01 00 00 00 00
410.803;1803;70B;16 50 36 D4 05 50 00 01
411.019;548;224;00 00 00 6E 00 00 1A 00
411.308;1041;411;00 01 00 00 00 00
411.551;1122;462;00 40 45 06 6E 95 18 00
411.793;1025;401;02 01 00 00 00 00
412.737;805;325;00 00 00 00 78 2E 00 04
413.036;1025;401;02 01 00 00 00 00
413.272;1314;522;00 00 00 00 00 00 00 00
413.514;1804;70C;10 52 19 06 07 00 00 00
413.755;548;224;00 00 00 6E 00 00 1A 00
414.073;357;165;47
414.317;546;222;D6 00 3A 8B 00 00 00 00
414.584;1041;411;00 01 00 00 00 00
414.779;1803;70B;16 50 36 D4 05 50 00 01
415.033;805;325;00 00 00 00 78 2E 00 04
415.942;1583;62F;7D CF 1C 02 4D 00 10 1F
416.144;1036;40C;11 01 00 00 00 00
416.406;357;165;47
416.615;1036;40C;11 01 00 00 00 00
416.831;548;224;00 00 00 6E 00 00 1A 00
417.043;1583;62F;7D CF 1C 02 4D 00 10 1F
417.325;804;324;00 40 20 60
417.540;864;360;00 0C 8B 00 00 00 00 00
417.764;357;165;47
417.989;1026;402;03 01 00 00 00 00
418.988;805;325;00 00 00 00 78 2E 00 04
419.226;805;325;00 00 00 00 78 2E 00 04
419.466;613;265;00 08 01 00 00 00 00 02
419.711;804;324;00 40 A0 E0
420.038;548;224;00 00 00 6E 00 00 1A 00
420.291;548;224;00 00 00 6E 00 00 1A 00
420.546;1392;570;00 00 00 00
420.863;357;165;47
421.122;805;325;00 00 00 00 78 2E 00 04
421.316;357;165;47
422.189;354;162;00 00
422.449;1121;461;00 00 00 17 1B 80 00 00
422.648;804;324;00 40 00 40
422.856;804;324;00 40 A0 E0
423.086;1027;403;07 01 00 00 00 00
423.363;356;164;80 01 06 00 00 00 00 00
423.592;1034;40A;0B 01 00 00 00 00
423.826;1803;70B;16 50 36 D4 05 50 00 01
424.094;1035;40B;0C 01 00 00 00 00
424.377;1026;402;03 01 00 00 00 00
425.319;1024;400;01 01 00 00 00 00
425.551;548;224;00 00 00 6E 00 00 1A 00
425.856;1583;62F;7D CF 1C 02 4D 00 10 1F
426.104;805;325;00 00 00 00 78 2E 00 04
426.372;613;265;00 08 01 00 00 00 00 02
426.620;1036;40C;11 01 00 00 00 00
426.938;864;360;00 0C 8B 00 00 00 00 00
427.205;1025;401;02 01 00 00 00 00
427.500;1121;461;00 00 00 17 1B 80 00 00
427.701;804;324;00 40 A0 E0
428.598;548;224;00 00 00 6E 00 00 1A 00
428.825;548;224;00 00 00 6E 00 00 1A 00
429.030;1583;62F;7D CF 1C 02 4D 00 10 1F
429.243;608;260;00 03 00 00 92 00 00 00
429.517;804;324;00 40 40 00
429.736;548;224;00 00 00 6E 00 00 1A 00
429.956;1036;40C;11 01 00 00 00 00
430.252;1027;403;07 01 00 00 00 00
430.481;805;325;00 00 00 00 78 2E 00 04
430.716;1034;40A;0B 01 00 00 00 00
431.609;548;224;00 00 00 6E 00 00 1A 00
431.916;548;224;00 00 00 6E 00 00 1A 00
432.156;611;263;30 80 B0 00
432.397;1035;40B;0C 01 00 00 00 00
432.644;611;263;80 80 00 00
432.986;608;260;00 03 00 00 92 00 00 00
433.237;1035;40B;0C 01 00 00 00 00
433.513;608;260;00 03 00 00 92 00 00 00
433.822;1317;525;24 F8 00 00 00 00 00 00
434.081;356;164;80 01 06 00 00 00 00 00
434.932;611;263;90 80 10 00
435.152;612;264;01 08 0D 00 00 00 00 02
435.433;1024;400;01 01 00 00 00 00
435.660;356;164;80 01 06 00 00 00 00 00
435.882;609;261;0A 08 00 FA 00 00 00 00
436.119;1795;703;76 50 0C 18 04 00 00 00
436.398;1809;711;42 51 16 19 04 00 00 00
436.622;1313;521;2E 1D 1E 00 01 05 8F 00
436.865;548;224;00 00 00 6E 00 00 1A 00
437.143;804;324;00 40 00 40
438.090;357;165;47
438.322;805;325;00 00 00 00 78 2E 00 04
438.556;613;265;00 08 01 00 00 00 00 02
438.815;357;165;47
439.101;356;164;80 01 06 00 00 00 00 00
439.344;352;160;00 00 00 00 00
439.580;1583;62F;7D CF 1C 02 4D 00 10 1F
439.886;356;164;80 01 06 00 00 00 00 00
440.134;608;260;00 03 00 00 92 00 00 00
440.406;357;165;47
441.241;864;360;00 0C 8B 00 00 00 00 00
441.487;804;324;00 40 C0 80
441.692;1317;525;24 F8 00 00 00 00 00 00
441.888;611;263;50 80 D0 00
442.088;805;325;00 00 00 00 78 2E 00 04
442.368;805;325;00 00 00 00 78 2E 00 04
442.577;356;164;80 01 06 00 00 00 00 00
442.787;1025;401;02 01 00 00 00 00
443.019;805;325;00 00 00 00 78 2E 00 04
443.292;548;224;00 00 00 6E 00 00 1A 00
444.159;805;325;00 00 00 00 78 2E 00 04
444.385;1583;62F;7D CF 1C 02 4D 00 10 1F
444.685;356;164;80 01 06 00 00 00 00 00
444.914;548;224;00 00 00 6E 00 00 1A 00
445.150;1036;40C;11 01 00 00 00 00
445.389;1027;403;07 01 00 00 00 00
445.687;1041;411;00 01 00 00 00 00
445.933;356;164;80 01 06 00 00 00 00 00
446.185;1026;402;03 01 00 00 00 00
446.429;1793;701;51 51 0B 0B 03 00 00 00
447.387;1031;407;0A 01 00 00 00 00
447.587;1313;521;2E 1D 1E 00 01 05 89 00
447.790;1803;70B;16 50 36 D4 05 50 00 01
447.993;805;325;00 00 00 00 78 2E 00 04
448.252;1317;525;24 F8 00 00 00 00 00 00
448.468;804;324;00 40 A0 E0
448.698;546;222;D6 00 3A 8B 00 00 00 00
448.976;805;325;00 00 00 00 78 2E 00 04
449.203;548;224;00 00 00 6D 00 00 1A 00
449.432;1121;461;00 00 00 17 1B 80 00 00
450.292;608;260;00 03 00 00 92 00 00 00
450.588;805;325;00 00 00 00 78 2E 00 04
450.823;356;164;80 01 06 00 00 00 00 00
451.068;1025;401;02 01 00 00 00 00
451.308;804;324;00 40 60 20
451.615;354;162;00 00
451.866;1024;400;01 01 00 00 00 00
452.114;804;324;00 40 E0 A0
452.397;354;162;00 00
452.727;356;164;80 01 06 00 00 00 00 00
453.605;613;265;00 08 01 00 00 00 00 00
453.809;548;224;00 00 00 6D 00 00 1A 00
454.076;1392;570;00 00 00 00
454.296;548;224;00 00 00 6D 00 00 1A 00
454.498;1031;407;0A 01 00 00 00 00
454.704;611;263;50 80 D0 00
454.986;548;224;00 00 00 6D 00 00 1A 00
455.210;356;164;80 01 06 00 00 00 00 00
455.424;611;263;C0 80 40 00
455.646;1025;401;02 01 00 00 00 00
456.572;1034;40A;0B 01 00 00 00 00
456.796;356;164;80 01 06 00 00 00 00 00
457.029;805;325;00 00 00 00 78 2E 00 04
457.279;1041;411;00 01 00 00 00 00
457.574;1122;462;00 40 45 06 6E 95 18 00
457.818;1025;401;02 01 00 00 00 00
458.068;611;263;60 80 E0 00
458.384;1027;403;07 01 00 00 00 00
458.637;548;224;00 00 00 6D 00 00 1A 00
458.929;611;263;E0 80 60 00
459.780;1027;403;07 01 00 00 00 00
460.038;805;325;00 00 00 00 78 30 00 04
460.241;1314;522;00 00 00 00 00 00 00 00
460.447;613;265;00 08 01 00 00 00 00 00
460.671;804;324;00 40 D0 90
460.949;546;222;D6 00 3A 8B 00 00 00 00
461.168;612;264;00 08 00 00 00 00 00 00
461.391;1792;700;15 51 14 52 04 00 00 00
461.620;805;325;00 00 00 00 78 2E 00 04
461.919;611;263;C0 80 40 00
462.775;611;263;F0 80 70 00
463.013;356;164;80 01 06 00 00 00 00 00
463.316;548;224;00 00 00 6D 00 00 1A 00
463.556;804;324;00 40 90 D0
463.809;1036;40C;11 01 00 00 00 00
464.066;864;360;00 0C 8B 00 00 00 00 00
464.370;804;324;00 40 10 50
464.630;1035;40B;0C 01 00 00 00 00
464.890;548;224;00 00 00 6D 00 00 1A 00
465.161;546;222;D6 00 3A 8B 00 00 00 00
466.100;1583;62F;7D CF 1C 02 4D 00 10 1F
466.322;1799;707;15 50 14 54 04 00 00 00
466.561;1802;70A;29 51 1E 1A 03 00 00 08
466.777;1025;401;02 01 00 00 00 00
467.046;1035;40B;0C 01 00 00 00 00
467.263;804;324;00 40 70 30
467.486;356;164;80 01 06 00 00 00 00 00
467.794;805;325;00 00 00 00 78 2E 00 04
468.011;611;263;90 80 10 00
468.235;1314;522;00 00 00 00 00 00 00 00
469.141;611;263;E0 80 60 00
469.433;1031;407;0A 01 00 00 00 00
469.664;611;263;A0 80 20 00
469.903;804;324;00 40 90 D0
470.153;805;325;00 00 00 00 78 30 00 04
470.463;1041;411;00 01 00 00 00 00
470.712;804;324;00 40 10 50
470.979;864;360;00 0C 8B 00 00 00 00 00
471.246;356;164;80 01 06 00 00 00 00 00
471.560;611;263;C0 80 40 00
472.487;1027;403;07 01 00 00 00 00
472.698;1317;525;24 F8 00 00 00 00 00 00
472.991;805;325;00 00 00 00 78 2E 00 04
473.209;1583;62F;7D CF 1C 02 4D 00 10 1F
473.413;548;224;00 00 00 6D 00 00 1A 00
473.608;548;224;00 00 00 6D 00 00 1A 00
473.873;1803;70B;16 50 36 D4 05 50 00 01
474.094;546;222;D7 00 3A 8B 00 00 00 00
474.307;546;222;D7 00 3A 8B 00 00 00 00
474.526;1578;62A;5A 5A 09 35 53 37 77 32
475.488;1035;40B;0C 01 00 00 00 00
475.711;613;265;00 08 01 00 00 00 00 00
475.933;354;162;00 00
476.167;548;224;00 00 00 6D 00 00 1A 00
476.455;1035;40B;0C 01 00 00 00 00
476.686;611;263;00 80 80 00
476.926;613;265;00 08 01 00 00 00 00 00
477.232;548;224;00 00 00 6D 00 00 1A 00
477.479;1025;401;02 01 00 00 00 00
477.718;356;164;80 01 06 00 00 00 00 00
478.637;357;165;47
478.888;1034;40A;0B 01 00 00 00 00
479.083;805;325;00 00 00 00 78 30 00 04
479.303;613;265;00 08 01 00 00 00 00 00
479.507;1025;401;02 01 00 00 00 00
479.795;357;165;47
480.003;805;325;00 00 00 00 78 30 00 04
480.215;1036;40C;11 01 00 00 00 00
480.427;548;224;00 00 00 6D 00 00 1A 00
480.702;548;224;00 00 00 6D 00 00 1A 00
481.611;805;325;00 00 00 00 78 30 00 04
481.834;1803;70B;16 50 36 D4 05 50 00 01
482.115;1392;570;00 00 00 00
482.349;804;324;00 40 50 10
482.575;1802;70A;29 51 1E 1A 03 00 00 08
482.824;356;164;80 01 06 00 00 00 00 00
483.116;548;224;00 00 00 6D 00 00 1A 00
483.362;548;224;00 00 00 6D 00 00 1A 00
483.614;1802;70A;29 51 1E 1A 03 00 00 08
483.860;805;325;00 00 00 00 78 30 00 04
484.905;804;324;00 40 F0 B0
485.101;804;324;00 40 10 50
485.297;1809;711;42 51 16 19 04 00 00 00
485.510;1122;462;00 40 12 06 6E 95 18 00
485.768;548;224;00 00 00 6D 00 00 1A 00
485.987;356;164;80 01 06 00 00 00 00 00
486.206;356;164;80 01 06 00 00 00 00 00
486.480;1121;461;00 00 00 17 1B 80 00 00
486.694;548;224;00 00 00 6D 00 00 1A 00
486.916;1024;400;01 01 00 00 00 00
487.842;548;224;00 00 00 6D 00 00 1A 00
488.129;1392;570;00 00 00 00
488.356;548;224;00 00 00 6D 00 00 1A 00
488.590;613;265;00 08 01 00 00 00 00 02
488.836;356;164;80 01 06 00 00 00 00 00
489.145;548;224;00 00 00 6D 00 00 1A 00
489.395;1583;62F;7D CF 1C 02 4D 00 10 1F
489.655;356;164;80 01 06 00 00 00 00 00
489.909;611;263;40 80 C0 00
490.221;805;325;00 00 00 00 78 30 00 04
491.180;608;260;00 03 00 00 92 00 00 00
491.388;1793;701;51 51 0B 0B 03 00 00 00
491.654;1026;402;03 01 00 00 00 00
491.864;1803;70B;16 50 36 D4 05 50 00 01
492.068;804;324;00 40 F0 B0
492.294;356;164;80 01 06 00 00 00 00 00
492.571;805;325;00 00 00 00 78 30 00 04
492.841;356;164;80 01 06 00 00 00 00 00
493.067;613;265;00 08 01 00 00 00 00 02
493.294;356;164;80 01 06 00 00 00 00 00
494.310;354;162;00 00
494.532;357;165;47
494.794;1794;702;76 50 0C 18 04 00 00 00
495.036;1803;70B;16 50 16 D4 05 50 00 01
495.320;612;264;01 08 0C 00 00 00 00 02
495.569;612;264;01 08 0C 00 00 00 00 02
495.824;611;263;F0 80 70 00
496.135;548;224;00 00 00 6D 00 00 1A 0F
496.383;804;324;00 40 10 50
496.636;356;164;80 00 06 00 00 00 00 00
497.625;548;224;00 00 00 6D 00 00 1A 0F
