Timestamp;ID;IDhex;Data
80.066;548;224;00 00 7F 00 00 7F 00 1F
80.931;357;165;00
81.131;1036;40C;11 31 00 00 00 00
118.307;612;264;00 08 01 00 00 00 00 02
119.203;1026;402;03 02 00 00 00 00
119.462;1034;40A;0B 01 00 00 00 00
119.772;1317;525;FF FF 0F 00 00 00 00 01 
120.034;548;224;00 00 7F 00 00 7F 00 1F
120.336;546;222;D1 00 3A 8A 00 00 00 00
120.542;611;263;70 80 F0 00
120.812;1803;70B;16 50 16 D4 05 50 00 01
121.011;612;264;01 08 0D 00 00 00 00 02
121.233;1041;411;00 01 00 00 00 00
121.451;356;164;80 00 06 00 00 00 00 00
122.364;1317;525;FF FF 0F 00 00 00 00 01
122.586;548;224;00 00 7F 00 00 7F 00 1F
122.814;548;224;00 00 7F 00 00 7F 00 1F
123.107;1026;402;03 01 00 00 00 00
123.338;611;263;20 80 A0 00
123.581;356;164;80 00 06 00 00 00 00 00
123.851;548;224;00 00 7F 00 00 7F 00 1F
124.180;864;360;00 00 8A 00 00 00 00 00
124.425;1804;70C;10 52 19 46 07 00 00 00
124.684;546;222;D1 00 3A 8A 00 00 00 00
125.603;548;224;00 00 7F 00 00 7F 00 1F
125.917;612;264;01 08 0D 00 00 00 00 02
126.178;612;264;01 08 0D 00 00 00 00 02
126.437;548;224;00 00 7F 00 00 7F 00 1F
126.701;546;222;D1 00 3A 8A 00 00 00 00
127.024;1035;40B;0C 01 00 00 00 00
127.211;546;222;D1 00 3A 8A 00 00 00 00
127.403;546;222;D1 00 3A 8A 00 00 00 00
127.675;613;265;00 08 01 00 00 00 00 02
127.870;1041;411;00 11 00 00 00 00
128.723;548;224;00 00 7F 00 00 7F 00 1F
128.933;1036;40C;11 31 00 00 00 00
136.890;1026;402;02 02 10 04 00 00
137.787;1578;62A;5A 5A 09 35 53 37 77 32
138.071;1121;461;00 00 00 17 1B 80 00 00
138.284;546;222;D1 00 3A 8A 00 00 00 00
138.503;1392;570;00 00 00 00
138.728;1314;522;00 00 00 00 00 00 00 00
139.013;1026;402;03 01 00 00 00 00
139.244;548;224;00 00 7F 00 00 7F 00 1F
139.495;1031;407;0A 01 00 00 00 00
139.741;356;164;80 00 06 00 00 00 00 00
140.041;1035;40B;0C 01 00 00 00 00
140.999;548;224;00 00 7F 00 00 7F 00 1F
141.238;613;265;00 08 01 00 00 00 00 02
141.502;548;224;00 00 7F 00 00 7F 00 1F
141.697;1036;40C;11 01 00 00 00 00
141.904;1031;407;0A 01 00 00 00 00
142.108;548;224;00 00 7F 00 00 7F 00 1F
142.374;1031;407;0A 11 00 00 00 00
142.580;352;160;00 00 00 00 00
142.798;1317;525;FF FF 0F 00 00 00 00 01
143.034;1804;70C;10 52 19 46 07 00 00 00
143.980;612;264;01 08 0D 00 00 00 00 02
144.194;805;325;FF 7F 00 00 78 2A 00 0F
144.419;1034;40A;0B 11 00 00 00 00
144.655;1025;401;02 11 00 00 00 00
144.936;1035;40B;0C 01 00 00 00 00
145.176;1583;62F;7D CF 1C 02 4D 00 10 1F
145.416;864;360;00 00 8A 00 00 00 00 00
145.715;1034;40A;0B 11 00 00 00 00
145.969;1025;401;02 11 00 00 00 00
146.219;1041;411;00 11 00 00 00 00
147.162;1034;40A;0B 11 00 00 00 00
147.406;1314;522;00 00 00 00 00 00 00 00
147.605;548;224;00 00 7F 00 00 7F 00 1F
147.816;548;224;00 00 7F 00 00 7F 00 1F
148.025;1031;407;0A 11 00 00 00 00
148.302;1041;411;00 11 00 00 00 00
148.508;548;224;00 00 7F 00 00 7F 00 1F
148.722;1122;462;00 00 49 06 00 99 18 00
148.944;1794;702;76 50 0C 18 04 00 00 00
149.214;1025;401;02 11 00 00 00 00
150.109;548;224;00 00 7F 00 00 7F 00 1F
150.333;1041;411;00 11 00 00 00 00
150.623;1583;62F;7D CF 1C 02 4D 00 10 1F
150.844;864;360;00 00 8A 00 00 00 00 00
151.087;613;265;00 08 01 00 00 00 00 02
151.330;1317;525;FF FF 0F 00 00 00 00 01
151.632;1036;40C;11 11 00 00 00 00
151.876;1027;403;07 31 00 00 00 00
167.130;612;264;01 08 0D 00 00 00 00 02
168.046;548;224;00 00 7F 00 00 7F 00 1F
168.301;546;222;D2 00 3A 8A 00 00 00 00
168.564;1034;40A;0B 01 00 00 00 00
168.866;611;263;C0 80 40 00
169.064;548;224;00 00 7F 00 00 7F 00 1F
169.269;548;224;00 00 7F 00 00 7F 00 1F
169.476;548;224;00 00 7F 00 00 7F 00 1F
169.752;1031;407;0A 01 00 00 00 00
169.955;1317;525;FF FF 0F 00 00 00 00 01
170.177;1121;461;00 00 00 17 1B 80 00 00
171.051;548;224;00 00 7F 00 00 7F 00 1F
171.326;1578;62A;5A 5A 09 35 53 37 77 32
171.547;1041;411;00 01 00 00 00 00
171.792;805;325;FF 7F 00 00 78 2A 00 0F
172.100;1024;400;01 01 00 00 00 00
172.337;864;360;00 00 8A 00 00 00 00 00
172.579;613;265;00 08 01 00 00 00 00 02
172.863;548;224;00 00 7F 00 00 7F 00 1F
173.161;611;263;70 80 F0 00
173.414;1313;521;0E 19 1E 00 01 05 8F 00
174.365;1041;411;00 11 00 00 00 00
174.620;611;263;60 80 E0 00
174.932;1036;40C;11 11 00 00 00 00
175.186;1794;702;76 50 0C 18 04 00 00 00
175.389;548;224;00 00 7F 00 00 7F 00 1F
175.617;1583;62F;7D CF 1C 02 4D 00 10 1F
175.868;1026;402;03 11 00 00 00 00
176.080;548;224;00 00 7F 00 00 7F 00 1F
176.305;548;224;00 00 7F 00 00 7F 00 1F
176.594;1583;62F;7D CF 1C 02 4D 00 10 1F
177.524;864;360;00 00 8A 00 00 00 00 00
177.739;1036;40C;11 31 00 00 00 00
181.947;1026;402;02 02 10 04 00 00
182.904;1031;407;0A 01 00 00 00 00
183.141;1578;62A;5A 5A 09 35 53 37 77 32
183.405;548;224;00 00 7F 00 00 7F 00 1F
183.712;611;263;20 80 A0 00
183.961;611;263;50 80 D0 00
184.212;1031;407;0A 01 00 00 00 00
184.514;1803;70B;16 50 16 D4 05 50 00 01
184.772;1034;40A;0B 01 00 00 00 00
185.031;1026;402;03 01 00 00 00 00
185.318;548;224;00 00 7F 00 00 7F 00 1F
186.318;1035;40B;0C 01 00 00 00 00
186.530;608;260;00 03 00 00 92 00 00 00
186.740;1034;40A;0B 01 00 00 00 00
186.973;548;224;00 00 7F 00 00 7F 00 1F
187.236;1034;40A;0B 11 00 00 00 00
187.468;1583;62F;7D CF 1C 02 4D 00 10 1F
187.689;613;265;00 08 01 00 00 00 00 02
187.916;356;164;80 00 06 00 00 00 00 00
188.240;548;224;00 00 7F 00 00 7F 00 1F
188.455;357;165;00
189.359;1026;402;03 01 00 00 00 00
189.630;1027;403;07 11 00 00 00 00
189.860;864;360;00 00 8A 00 00 00 00 00
190.090;1034;40A;0B 11 00 00 00 00
190.335;1025;401;02 11 00 00 00 00
190.655;548;224;00 00 7F 00 00 7F 00 1F
190.893;1031;407;0A 11 00 00 00 00
191.138;546;222;D2 00 3A 8A 00 00 00 00
191.391;608;260;00 03 00 00 92 00 00 00
191.716;864;360;00 00 8A 00 00 00 00 00
192.596;608;260;00 03 00 00 92 00 00 00
192.792;1036;40C;11 31 00 00 00 00
197.927;1026;402;02 02 10 04 00 00
198.833;1031;407;0A 01 00 00 00 00
199.053;548;224;00 00 7F 00 00 7F 00 1F
199.330;1583;62F;7D CF 1C 02 4D 00 10 1F
199.563;548;224;00 00 7F 00 00 7F 00 1F
199.793;1034;40A;0B 01 00 00 00 00
200.090;1795;703;76 50 0C 18 04 00 00 00
200.349;548;224;00 00 7F 00 00 7F 00 1F
200.592;1392;570;00 00 00 00
200.838;1024;400;01 01 00 00 00 00
201.142;548;224;00 00 7F 00 00 7F 00 1F
202.085;548;224;00 00 7F 00 00 7F 00 1F
202.297;1036;40C;11 01 00 00 00 00
202.497;805;325;FF 7F 00 00 78 2A 00 0F
202.744;356;164;80 00 06 00 00 00 00 00
202.946;548;224;00 00 7F 00 00 7F 00 1F
203.151;1583;62F;7D CF 1C 02 4D 00 10 1F
203.368;548;224;00 00 7F 00 00 7F 00 1F
203.640;1314;522;00 00 00 00 00 00 00 00
203.861;548;224;00 00 7F 00 00 7F 00 1F
204.082;1583;62F;7D CF 1C 02 4D 00 10 1F
205.072;613;265;00 08 01 00 00 00 00 02
205.305;548;224;00 00 7F 00 00 7F 00 1F
205.534;356;164;80 00 06 00 00 00 00 00
205.768;1026;402;03 01 00 00 00 00
206.056;1314;522;00 00 00 00 00 00 00 00
206.310;1031;407;0A 11 00 00 00 00
206.560;805;325;FF 7F 00 00 78 2C 00 0F
206.820;1583;62F;7D CF 1C 02 4D 00 10 1F
207.145;1121;461;00 00 00 17 1B 80 00 00
207.432;548;224;00 00 7F 00 00 7F 00 1F
208.325;613;265;00 08 01 00 00 00 00 02
208.536;1036;40C;11 31 00 00 00 00
210.649;1026;402;02 02 10 04 00 00
211.558;1034;40A;0B 01 00 00 00 00
211.791;1024;400;01 01 00 00 00 00
212.083;1034;40A;0B 01 00 00 00 00
212.333;611;263;20 80 A0 00
212.579;1583;62F;7D CF 1C 02 4D 00 10 1F
212.827;611;263;70 80 F0 00
213.130;1024;400;01 01 00 00 00 00
213.382;1035;40B;0C 01 00 00 00 00
213.585;548;224;00 00 7F 00 00 7F 00 1F
213.834;1314;522;00 00 00 00 00 00 00 00
214.751;548;224;00 00 7F 00 00 7F 00 1F
214.959;1036;40C;11 01 00 00 00 00
215.172;609;261;0A 08 00 FA 00 00 00 00
215.441;611;263;10 80 90 00
215.659;1795;703;76 50 0C 18 04 00 00 00
215.881;1024;400;01 11 00 00 00 00
216.107;1803;70B;16 50 16 D4 05 50 00 01
216.385;548;224;00 00 7F 00 00 7F 00 1F
216.629;611;263;D0 80 50 00
216.868;1027;403;07 11 00 00 00 00
217.832;354;162;00 00
218.143;1026;402;03 01 00 00 00 00
218.392;1041;411;00 11 00 00 00 00
218.638;611;263;10 80 90 00
218.938;1583;62F;7D CF 1C 02 4D 00 10 1F
219.181;611;263;60 80 E0 00
219.445;805;325;FF 7F 00 00 78 2C 00 0F
219.727;1795;703;76 50 0C 18 04 00 00 00
219.990;613;265;00 08 01 00 00 00 00 02
220.195;548;224;00 00 7F 00 00 7F 00 1F
221.117;548;224;00 00 7F 00 00 7F 00 1F
221.328;1036;40C;11 31 00 00 00 00
225.306;1026;402;02 02 10 01 00 00
226.233;1034;40A;0B 01 00 00 00 00
226.471;1024;400;01 01 00 00 00 00
226.693;611;263;80 80 00 00
226.963;548;224;00 00 7F 00 00 7F 00 1F
227.194;613;265;00 08 01 00 00 00 00 02
227.436;1121;461;00 00 00 17 1B 80 00 00
227.725;1041;411;00 01 00 00 00 00
227.959;609;261;0A 08 00 FA 00 00 00 00
228.197;1025;401;02 01 00 00 00 00
228.446;608;260;00 03 00 00 92 00 00 00
229.448;1026;402;03 01 00 00 00 00
229.703;1035;40B;0C 01 00 00 00 00
229.956;548;224;00 00 7F 00 00 7F 00 1F
230.216;1314;522;00 00 00 00 00 00 00 00
230.523;1804;70C;10 52 19 46 07 00 00 00
230.753;548;224;00 00 7F 00 00 7F 00 1F
230.961;1041;411;00 11 00 00 00 00
231.168;1027;403;07 11 00 00 00 00
231.435;1793;701;51 51 0B 0B 03 00 00 00
231.665;612;264;01 08 0D 00 00 00 00 02
232.607;546;222;D3 00 3A 8A 00 00 00 00
232.883;548;224;00 00 7F 00 00 7F 00 1F
233.112;1041;411;00 11 00 00 00 00
233.346;548;224;00 00 7F 00 00 7F 00 1F
233.572;1025;401;02 11 00 00 00 00
233.876;356;164;80 00 06 00 00 00 00 00
234.112;356;164;80 00 06 00 00 00 00 00
234.357;548;224;00 00 7F 00 00 7F 00 1F
234.611;1034;40A;0B 11 00 00 00 00
234.945;548;224;00 00 7F 00 00 7F 00 1F
235.874;1025;401;02 11 00 00 00 00
236.108;1036;40C;11 31 00 00 00 00
241.677;1026;402;02 02 10 01 00 00
242.622;1031;407;0A 02 00 00 00 00
242.848;1794;702;76 50 0C 18 04 00 00 00
243.058;1583;62F;7D CF 1C 02 4D 00 10 1F
243.270;612;264;01 08 0D 00 00 00 00 02
243.548;546;222;D3 00 3A 8B 00 00 00 00
243.759;1025;401;02 01 00 00 00 00
244.003;1035;40B;0C 01 00 00 00 00
244.224;356;164;80 00 06 00 00 00 00 00
244.507;1036;40C;11 01 00 00 00 00
244.737;611;263;10 80 90 00
245.696;1024;400;01 01 00 00 00 00
245.942;805;325;FF 7F 00 00 78 2C 00 0F
246.227;1041;411;00 01 00 00 00 00
246.470;548;224;00 00 7F 00 00 7F 00 1F
246.749;1026;402;03 01 00 00 00 00
246.992;1041;411;00 11 00 00 00 00
247.185;1027;403;07 11 00 00 00 00
247.383;805;325;FF 7F 00 00 78 2C 00 0F
247.581;1317;525;FF FF 0F 00 00 00 00 01
247.837;805;325;FF 7F 00 00 78 2C 00 0F
248.755;1034;40A;0B 11 00 00 00 00
248.964;1314;522;00 00 00 00 00 00 00 00
249.190;1026;402;03 01 00 00 00 00
249.454;805;325;FF 7F 00 00 78 2C 00 0F
249.680;1031;407;0A 11 00 00 00 00
249.903;1024;400;01 11 00 00 00 00
250.136;611;263;70 80 F0 00
250.412;548;224;00 00 7F 00 00 7F 00 1F
250.641;357;165;00
250.887;1583;62F;7D CF 1C 02 4D 00 10 1F
251.896;864;360;00 00 8B 00 00 00 00 00
252.137;1583;62F;7D CF 1C 02 4D 00 10 1F
252.384;1036;40C;11 31 00 00 00 00
256.911;1026;402;02 02 10 01 00 00
257.815;1034;40A;0B 01 00 00 00 00
258.015;548;224;00 00 7F 00 00 7F 00 1F
258.271;1031;407;0A 01 00 00 00 00
258.496;356;164;80 00 06 00 00 00 00 00
258.708;548;224;00 00 7F 00 00 7F 00 1F
258.915;548;224;00 00 7F 00 00 7F 00 1F
259.180;548;224;00 00 7F 00 00 7F 00 1F
259.394;864;360;00 00 8B 00 00 00 00 00
259.632;611;263;70 80 F0 00
259.909;1027;403;07 01 00 00 00 00
260.807;1041;411;00 01 00 00 00 00
261.040;548;224;00 00 7F 00 00 7F 00 1F
261.284;1583;62F;7D CF 1C 02 4D 00 10 1F
261.573;356;164;80 00 06 00 00 00 00 00
261.806;354;162;00 00
262.047;548;224;00 00 7F 00 00 7F 00 1F
262.292;548;224;00 00 7F 00 00 7F 00 1F
262.598;805;325;FF 7F 00 00 78 2C 00 0F
262.851;1317;525;FF FF 0F 00 00 00 00 01
263.108;1583;62F;7D CF 1C 02 4D 00 10 1F
264.016;548;224;00 00 7F 00 00 7F 00 1F
264.264;1583;62F;7D CF 1C 02 4D 00 10 1F
264.466;864;360;00 00 8B 00 00 00 00 00
264.674;1026;402;03 11 00 00 00 00
264.954;546;222;D3 00 3A 8B 00 00 00 00
265.162;608;260;00 03 00 00 92 00 00 00
265.399;1122;462;00 00 49 06 00 99 18 00
265.620;357;165;00
265.902;548;224;00 00 7F 00 00 7F 00 1F
266.130;1036;40C;11 11 00 00 00 00
267.070;1583;62F;7D CF 1C 02 4D 00 10 1F
267.304;1034;40A;0B 11 00 00 00 00
267.601;1036;40C;11 31 00 00 00 00
269.731;1026;402;02 02 10 01 00 00
270.646;805;325;FF 7F 00 00 78 2C 00 0F
270.864;1804;70C;10 52 19 46 07 00 00 00
271.136;548;224;00 00 7F 00 00 7F 00 1F
271.352;1392;570;00 00 00 00
271.590;1031;407;0A 01 00 00 00 00
271.880;548;224;00 00 7F 00 00 7F 00 1F
272.117;1034;40A;0B 01 00 00 00 00
272.351;1026;402;03 01 00 00 00 00
272.635;611;263;00 80 80 00
272.932;356;164;80 00 06 00 00 00 00 00
273.883;608;260;00 03 00 00 92 00 00 00
274.129;548;224;00 00 7F 00 00 7F 00 1F
274.388;864;360;00 00 8B 00 00 00 00 00
274.698;548;224;00 00 7F 00 00 7F 00 1F
274.977;1027;403;07 11 00 00 00 00
275.256;611;263;A0 80 20 00
275.448;548;224;00 00 7F 00 00 7F 00 1F
275.702;548;224;00 00 7F 00 00 7F 00 1F
275.914;1583;62F;7D CF 1C 02 4D 00 10 1F
276.147;608;260;00 03 00 00 92 00 00 00
277.107;1392;570;00 00 00 00
277.326;548;224;00 00 7F 00 00 7F 00 1F
277.550;546;222;D3 00 3A 8B 00 00 00 00
277.785;611;263;40 80 C0 00
278.067;1583;62F;7D CF 1C 02 4D 00 10 1F
278.303;548;224;00 00 7F 00 00 7F 00 1F
278.536;613;265;00 08 01 00 00 00 00 02
278.781;1041;411;00 11 00 00 00 00
279.084;1031;407;0A 11 00 00 00 00
279.337;1026;402;03 11 00 00 00 00
280.299;805;325;FF 7F 00 00 78 2C 00 0F
280.554;356;164;80 00 06 00 00 00 00 00
285.167;1026;402;02 02 10 01 00 00
286.188;1031;407;0A 01 00 00 00 00
286.394;612;264;01 08 0D 00 00 00 00 02
286.595;1035;40B;0C 01 00 00 00 00
286.824;1314;522;00 00 00 00 00 00 00 00
287.092;1317;525;FF FF 0F 00 00 00 00 01
287.351;612;264;01 08 0D 00 00 00 00 02
287.551;548;224;00 00 7F 00 00 7F 00 1F
287.814;1031;407;0A 01 00 00 00 00
288.031;608;260;00 03 00 00 92 00 00 00
288.251;1121;461;00 00 00 17 1B 80 00 00
289.187;357;165;00
289.464;1027;403;07 01 00 00 00 00
289.682;1024;400;01 01 00 00 00 00
289.898;357;165;00
290.122;1024;400;01 01 00 00 00 00
290.413;1034;40A;0B 11 00 00 00 00
290.668;864;360;00 00 8B 00 00 00 00 00
290.918;548;224;00 00 7F 00 00 7F 00 1F
291.170;546;222;D4 00 3A 8B 00 00 00 00
291.473;1024;400;01 11 00 00 00 00
292.441;548;224;00 00 7F 00 00 7F 00 1F
292.635;1024;400;01 11 00 00 00 00
292.894;548;224;00 00 7F 00 00 7F 00 1F
293.090;548;224;00 00 7F 00 00 7F 00 1F
293.288;613;265;00 08 01 00 00 00 00 02
293.496;1026;402;03 11 00 00 00 00
293.752;1583;62F;7D CF 1C 02 4D 00 10 1F
293.955;548;224;00 00 7F 00 00 7F 00 1F
294.170;1041;411;00 11 00 00 00 00
294.391;548;224;00 00 7F 00 00 7F 00 1F
295.364;1583;62F;7D CF 1C 02 4D 00 10 1F
295.582;1036;40C;11 31 00 00 00 00
297.862;1026;402;02 02 10 01 00 00
298.789;1122;462;00 00 49 06 00 99 18 00
299.011;1031;407;0A 01 00 00 00 00
